string,n,frequency
day of april oliver came,5,1
it was bright and,4,1
priesthood and this authority,4,1
nor has this earth power,5,1
may have an,3,1
as stubble for they that,5,1
may eat of,3,1
to do them and had,5,1
sought his,2,1
thy brother abel into thine,5,1
quickened in the inner man,5,1
chapter of isaiah,3,1
on us,2,2
and the remainder were reserved,5,1
old men,2,1
own seed yielding,3,2
call upon god i have,5,1
is space there and,4,1
glorious blessings,2,1
found that day,3,1
their sons and their,4,1
whom god himself conversed,4,1
wherefore he sought to destroy,5,1
brothers and,2,1
blood of the righteous be,5,1
the earth when,3,3
sake,1,8
opposition,1,1
for having entered,3,1
do so until,3,2
nations so,2,1
worship thee,2,1
servants in the,3,1
i will,2,37
to me and who,4,1
had been naked,3,1
the garden but of the,5,1
as eternity in at the,5,1
of the garden and the,5,1
they were killed,3,1
which they called day,4,1
and curse,2,1
commandments of god i,4,1
work as at other times,5,1
the heavens,2,22
the,1,2233
earth which hath opened her,5,1
which alive,2,1
the methodist sect and,4,1
sand,1,1
decree sent forth that,4,1
variation which having done he,5,1
all them that,3,2
description and i shall ever,5,1
upon by the,3,1
peaceable things of,3,1
there was not yet flesh,5,1
sent forth that it should,5,1
our wives bear,3,1
i were doomed,3,1
to pass that i turned,5,1
of joy and,3,1
word of my power,4,3
day and sanctified,3,1
thy,1,87
by mine only begotten i,5,1
the intention,2,1
earth shook,2,1
air to every beast of,5,1
men of great renown,4,1
then and often has,4,1
was nevertheless a,3,1
the famine might be turned,5,1
same,1,27
me these are the,4,1
and to cause to divide,5,1
love one another,3,1
aforementioned martin,2,1
sink into despair,3,1
this heavenly light had,4,1
than i found myself,4,1
the time that i was,5,1
there were many,3,3
spoken of by daniel,4,2
land of my fathers,4,1
came to battle against,4,1
his brothers,2,1
not my,2,2
the priest of pharaoh,4,3
seed which,2,1
first chapter and,3,1
abraham behold my name is,5,1
devil that,2,1
behold i speak for mine,5,1
light in,2,1
found among all nations while,5,1
light is,2,1
the eldest son of the,5,1
days which shall come,4,1
over the day and over,5,1
darkness combine,2,1
required at my hand he,5,1
the heaven,2,11
me from,2,4
pattern given by the,4,1
the night is,3,1
and female to form they,5,1
all nations so,3,1
now is,2,1
nations of,2,1
were very limited we,4,1
palmyra township wayne county in,5,1
mild pierced to,3,1
ye here and keep the,5,1
hundred years old he begat,5,1
he went to,3,1
that we heard the voice,5,1
to the dictates,3,1
was greatly excited the,4,1
further think for a moment,5,1
his angels,2,2
the articles of faith of,5,1
neither on the sabbath,4,1
a garden,2,2
the lord said unto adam,5,1
now if,2,1
lord when,2,1
to palmyra,2,1
truth and,2,2
henceforth yield unto,3,1
cattle and to the,4,1
the plains of and we,5,1
say unto you lo here,5,1
light of,2,1
to his desire,3,1
of the wickedness of,4,1
a conduit open,3,1
sacrifice of the,3,2
just at this moment,4,1
light or,2,1
was born and other sons,5,1
very much opposed to,4,1
agents unto themselves and,4,1
of the earth after,4,3
the east and there,4,1
not of,2,2
did between the time,4,1
to preserve,2,1
john the same that is,5,1
a longer time as to,5,1
of and to make,4,1
ever shall be sent,4,1
spirit is upon you,4,1
angel the certainty,3,1
were nine hundred and thirty,5,1
they knew,2,2
are mine and i know,5,1
hand and i will take,5,1
after the manner of men,5,1
and from thence went,4,1
for myself that presbyterianism,4,1
day and they numbered the,5,1
world was concerned,3,1
light upon the,3,4
of god even as our,5,1
yet fulfilled i should not,5,1
counsels in the,3,1
november in,2,1
that he had both seen,5,1
swear unto me,3,1
to get them from,4,2
thee thou,2,3
so i,2,2
with a curse,3,1
light was the sun,4,1
a man unto,3,1
continuous labor were enabled,4,1
were in the,3,5
disciples came to,3,1
he journeyed the spirit,4,1
said concerning every plant of,5,1
natural eyes could not have,5,1
of adam saying,3,1
presence stood by me,4,1
she gave me of,4,1
that ye might,3,1
when enoch heard the earth,5,1
way of the tree of,5,1
shalt thou eat of,4,1
that the heavens weep,4,1
the prophet before the,4,1
you shall stand,3,1
administer in,2,2
righteous is lifted up and,5,1
converted as,2,1
for ever,2,1
where my father,3,1
some time in,3,1
raised up,2,1
i found myself delivered from,5,1
hope to,2,2
and jared lived after he,5,1
come that the earth shall,5,1
every thing,2,2
that god had created,4,1
too,1,2
very strange to any one,5,1
wheresoever the carcass is there,5,1
manchester there was,3,1
top,1,1
have chosen hath pled,4,1
for the records have come,5,1
in the open expanse of,5,1
and when enoch heard,4,1
and blood and the,4,1
be called woman because,4,2
them they,2,1
safe in my hands until,5,1
but of the,3,3
joy of our,3,1
we have endured many things,5,1
the world when he has,5,1
not aware of and shall,5,1
he had made for,4,1
ye eat thereof then your,5,1
hands had made which,4,1
but soon recovering in,4,1
promise that this right shall,5,1
not so,2,5
thee thy transgression in,4,1
behold the lord shall curse,5,1
was at this time in,5,1
constituted,1,2
the ark they were,4,1
pled before my face,4,1
the stone and with,4,1
whose name was,3,1
take them out but,4,1
away by a whirlwind,4,1
light to,2,4
baptism by immersion for the,5,2
save,1,4
themselves death and a hell,5,1
and they that is the,5,1
a day when he not,5,1
of god and their numbers,5,1
now of,2,1
and another answered,3,1
certifying to,2,1
allowed to continue the,4,1
of the almighty and the,5,1
thistles shall it,3,1
and cain went into the,5,1
have known good and,4,1
upon generation and,3,1
power shall be,3,1
left two shall,3,1
until the judgment of the,5,1
destined to prove a,4,1
and thus the gospel,4,1
god i became a,4,1
at my hand he would,5,1
garden god hath said,4,1
is ask of,3,1
them and went,3,1
try,1,1
there the family related to,5,1
themselves and i,3,1
true even as i will,5,1
afar off and went,4,1
days therefore pray ye the,5,1
thy coming,2,1
with his family into,4,1
flesh had,2,1
lest he should die,4,1
make an,2,4
and ordained me to,4,1
to prophesy concerning,3,1
become carnal sensual,3,1
as to destroy,3,1
the land and to,4,2
fell unto,2,1
words of god the,4,1
of the air to,4,1
so the whole earth would,5,1
day and in a manner,5,1
not to,2,2
gave me commandment,3,1
defense before king,3,1
he shall rule over,4,1
all their works which they,5,1
to the sacrifice,3,1
in sin even so when,5,1
thy voice therefore,3,1
same is the,3,1
and she bare unto him,5,1
offering,1,12
spake peace to us,4,1
gospel preached and a decree,5,1
i had made,3,8
concerning the seed,3,1
air to,2,1
benefit of my posterity that,5,1
and evil spoken of,4,1
head surrounded by,3,1
and satan said unto,4,1
all men and righteousness,4,1
rulers and magistrates in,4,1
thy sight and am but,5,1
thus we,2,1
created were good,3,1
righteous be shed that,4,1
converts began to file,4,1
me reviling,2,1
desires of my heart to,5,1
it was that,3,2
shall mine elect be gathered,5,1
heavy upon us that there,5,1
also bare,2,2
voice from the bowels thereof,5,1
to militate,2,1
such marvelous power as i,5,1
thou come near unto,4,1
now if there,3,1
and heard him,3,1
for god said unto me,5,2
for an offering unto,4,1
sooner appeared than i,4,1
which i hold unto,4,1
know that all flesh,4,1
altar and it was,4,1
the that were organized before,5,1
them and in the garden,5,1
and write having a,4,1
saying call upon,3,1
covered by the,3,1
they should be,3,2
on this occasion,3,2
two,1,21
were laid two,3,1
all they that,3,1
all flesh had,3,1
dominion among men,3,1
that i should worship thee,5,1
be wrong with me and,5,1
in darkness and,3,1
than the spirit of prophecy,5,1
up even in,3,1
may we on a,4,1
descended upon,2,1
keys of the gospel,4,1
bitter and severe than before,5,1
give thee utterance for all,5,1
the end of all flesh,5,1
of cattle and,3,1
in circulating falsehoods about my,5,1
time when moses was,4,1
that of building,3,1
necessity of,2,4
a vision and lo the,5,1
while there,2,1
eternity and his bowels,4,1
to fulfil,2,1
and wept over his,4,1
exist and,2,1
child did the priest,4,1
york stands a,3,1
the adversary was,3,1
false prophets shall,3,1
called upon god to write,5,1
to him been,3,1
they are spoken,3,1
one of the royal,4,1
thy sons have sold,4,1
have created from the face,5,1
kill you but,3,1
of very tender years,4,1
name sake and then,4,1
is broad as eternity,4,1
was kept,2,2
and i gave unto,4,1
this king,2,1
pass away until,3,1
more pretended,2,1
own mouth from the foundation,5,1
hours,1,1
thou in the name,4,1
brightness of,2,1
commenced copying the characters off,5,1
would offend god and,4,1
if ye do not,4,1
young man,2,2
for me i sought,4,1
house,1,13
saying the lord which,4,1
of god unto,3,1
forth mine hands and,4,1
received the plates and accordingly,5,1
built another altar,3,1
thy bosom is there,4,1
myself delivered from,3,1
caught,1,3
that whatsoever adam called every,5,1
thee and the,3,1
not saying who,3,1
not and repented not should,5,1
unto men of,3,1
that they may,3,2
also thou art,3,1
creeping things and beasts,4,2
was upon moses so,4,1
it was done as i,5,1
me concerning the,3,1
a sealed book,3,1
befallen them,2,1
of the and i,4,3
had never before felt in,5,1
would rest,2,1
god as did also,4,1
edge all,2,1
of the tree which,4,1
existed in the primitive,4,1
days and for years,4,2
place again when i visited,5,1
world for a witness,4,1
for in the day thou,5,1
however that my telling the,5,1
jews and what is,4,1
and my father tarried in,5,1
but they will save her,5,1
size lay,2,1
own hands therefore a knowledge,5,1
built,1,8
respecting baptism for the,4,1
opposed to,2,2
him upon,2,1
thee and thy,3,1
and shall be the savior,5,1
the moon and the stars,5,1
help meet for him,4,4
be saved and as,4,1
instructor of every,3,1
being now the,3,1
the morning,2,11
build,1,1
and the barrenness,3,1
them the breath of,4,1
testament and that he,4,1
thee that,2,4
but what was,3,1
by pharaoh the eldest,4,1
every feeling of my heart,5,1
known their secret began to,5,1
forms and,2,1
of the lord which was,5,1
shall be my tabernacle and,5,1
seven fold for having,4,1
earth be blessed even,4,1
and sublime a,3,1
the lord set a mark,5,1
taught these things and many,5,1
required,1,2
of them be right,4,1
testimony of james to,4,1
written upon gold plates giving,5,1
his days that he,4,1
aid was i enabled,4,1
god with whom god himself,5,1
wisdom and,2,3
was baptized and,3,1
created them,2,6
and judged his,3,1
the coming,2,6
bedside,1,3
one thousand years according,4,1
to board with,3,1
kingdoms of,2,1
his sight that,3,1
heavens they are many,4,1
affirm,1,1
and write the directions given,5,1
again forbade,2,1
blots,1,1
tree which,2,2
of wisdom but cursed,4,1
will be thy son,4,1
when this woman discovered the,5,1
history or record called,4,1
even as our,3,1
not deny and even the,5,1
generation and,2,2
and that his,3,1
my voice i,3,1
he further stated,3,1
continued his speech saying,4,2
and became into,3,2
dwell in tents and they,5,1
field return,2,1
persecution that arose,3,1
than the most strenuous exertions,5,1
by the spirit of the,5,1
the seventh time they,4,1
an oven and all the,5,1
darkness and confusion,3,1
expanse from the waters which,5,1
wrath of,2,1
been baptized by him i,5,1
in tents as,3,1
after which i laid,4,1
drinking,1,2
father and his mother and,5,2
his countenance fell,3,1
i put,2,1
the commandments of god,4,2
that was like unto god,5,1
follow deception and the children,5,1
enoch zion have i blessed,5,1
thy city meet,3,1
blood,1,12
must have occupied,3,1
known unto our fathers that,5,1
behold i am god,4,1
speech,1,4
of temptations and,3,1
pleasant to the eyes,4,1
the daughters of thy,4,1
nothing that the lord,4,1
a curse and,3,1
after me unto the land,5,1
and rest for me i,5,1
stood one among them,4,1
fear exceedingly and,3,1
shall be given under heaven,5,1
he saw great,3,1
meridian of,2,4
the holy ghost that,4,1
my father turned,3,1
of the serpent,3,2
god unto all,3,1
will make an earth whereon,5,1
i pray thee why these,5,1
like unto god and,4,1
seduce the,2,1
him and men have,4,1
fathers i abraham saw,4,1
preparing to start being very,5,1
on many and,3,1
and seven years,3,1
children of men which are,5,1
deceive many then shall they,5,1
whatsoever adam called,3,2
afterwards he baptized me,4,1
suck in those days,4,1
otherwise and though they should,5,1
and giving in,3,2
and in that day the,5,1
very limited,2,1
of the wrath of,4,1
the fruit of,3,9
i can stretch forth mine,5,1
said unto enoch then,4,1
room was lighter,3,1
and they die,3,1
glory of the lord which,5,1
and they did,3,1
them and he said,4,1
the remission of,3,3
thousand years but,3,1
so powerful was the,4,1
light as,2,1
earth wherein i grant life,5,1
his hands on me,4,1
which was built in the,5,1
while preparing to,3,1
god saw that they,4,1
and to replenish the,4,1
after our,2,3
and adam knew his,4,2
of noah and the,4,1
professors of religion and,4,1
beginning being,2,1
and two in the,4,1
offered up,2,1
them who are in,4,1
gave me of the,4,1
the judgment,2,1
the by birth,3,1
other this is,3,1
spoken unto you concerning,4,1
in the new,3,1
moment when i,3,1
he had seen,3,1
yet fulfilled i should,4,1
looked in and,3,1
martin harris came,3,1
mitchell who sanctioned what,4,1
raised it,2,1
to be afflicted,3,1
them and there was,4,1
swelled,1,1
the fowl that,3,1
to take thee away from,5,1
and two years old,4,1
plates were deposited and that,5,1
begat enoch,2,2
there and received instruction and,5,1
and begat and years,4,1
believe in god,3,1
i will and,3,1
their hands they shall bear,5,1
worshiping of the,3,1
the master,2,1
give to them every,4,1
for there is space there,5,1
obey thy command,3,1
son who,2,2
and desolate because they,4,1
keep them safe and,4,1
a particle of,3,1
yet made the attempt,4,1
upon generation and enoch,4,1
ground and for a,4,1
satan had departed from the,5,1
me out of,3,2
his brother and,3,1
of it cursed shall,4,1
shut out from the presence,5,2
of jared were nine hundred,5,1
by the floods,3,1
and by their,3,1
it is written,3,1
the lord saying wilt thou,5,1
him who hath,3,1
right,1,16
unto me these two,4,1
and marveling greatly at,4,1
of laboring with our,4,1
he rejected the greater,4,1
work for thee,3,1
years according to the time,5,1
it and to keep it,5,2
will end our work which,5,1
said the woman thou,4,1
not and this is a,5,1
the first man also,4,1
and the persecution so heavy,5,1
all the ways of,4,2
before they shall have,4,1
elect sake according to,4,1
will repent in the,4,1
waited,1,1
me concerning this earth,4,1
had determined against me to,5,1
kill you and ye shall,5,1
i went to the city,5,1
for all i have told,5,1
turn from their,3,1
gods formed man from the,5,1
revelations in all,3,1
down to organize,3,1
day i god ended,4,1
unto his wife did i,5,1
be with them as,4,1
altar which was built,4,1
and only to those to,5,1
commandment wherefore for,3,1
after our removal,3,1
son which,2,2
thus he,2,2
then the lord said,4,1
charge until this day being,5,1
trumpet and,2,1
and dreadful,2,1
the morning were,3,6
satan whom thou,3,1
keep them safe,3,1
is it that,3,4
all the sects was,4,2
into egypt that,3,1
of the wilderness and,4,1
great ones which were near,5,1
hell i have prepared,4,1
immediate revelations in all,4,1
off the,2,3
unto the place,3,1
privilege of showing the,4,1
be commanded to,3,1
as before and added a,5,1
cattle and to the fowl,5,1
unto me and,3,5
multiply on the,3,1
this record for the,4,1
gods ordered saying let the,5,1
your lord doth,3,1
in consequence of these things,5,1
shaken then shall appear,4,1
to the village of manchester,5,1
purpose and by,3,1
firm decree,2,1
and have no end how,5,1
fourteen and,2,1
all forms and,3,1
expanse from the,3,1
that the lord,3,8
in the flesh i,4,1
eden and,2,2
also a,2,4
or the destruction,3,2
me commandment wherefore for,4,1
and i was afraid,4,1
brought forth grass every herb,5,1
language which,2,2
has sought thee earnestly,4,1
much like paul when he,5,1
running back from,3,1
if men do not repent,5,1
do so until the time,5,1
during the time,3,1
methuselah the son of enoch,5,1
all i now,3,1
but one touch with the,5,1
entered into a,3,1
satan commanded,2,1
it was nevertheless a,4,1
unto me all,3,1
mobbed from time to,4,1
upon which thou in,4,1
truth and righteousness,3,1
for mine elect sake for,5,1
to go into the land,5,1
enoch having,2,1
life there shall be,4,1
but strange,2,1
declare all,2,1
his wife and she conceived,5,2
saying make an offering,4,1
knowledge in the,3,1
take many of them,4,1
who am i,3,1
pitched my tent,3,1
baptized in the,3,1
laid open,2,1
and the famine,3,1
from thy face,3,1
is given to abide in,5,1
where my father resided and,5,1
that the lord spake,4,2
sake and,2,3
hearts away,2,1
my mouth they must be,5,1
an acceptable sacrifice like,4,1
and unto him with,4,1
the lord spake with,4,1
and begat and other,4,2
dry land,2,3
vision he had,3,1
out and came,3,1
shall shake and also,4,1
their hearts away from me,5,1
and a,2,13
to a,2,3
i have spoken,3,4
be hated of all nations,5,1
entirely lost in a strife,5,1
living creature,2,6
were done in,3,1
to paint to you the,5,1
sometime in,2,1
she is his wife and,5,1
almighty god by mine only,5,1
in a day when,4,2
things of god,3,1
is the lesser light lesser,5,1
cold but he that shall,5,1
behold cain hearkened not,4,1
the plates to him,4,1
against abel his brother and,5,1
and i,2,113
kill you and,3,1
who was right and who,5,1
fruit tree yielding,3,2
shall be with them as,5,1
father was sorely tormented,4,1
occasion,1,4
adam fell,2,1
darkness shall,2,1
church in truth and,4,1
its current the giddy to,5,1
unto my words believe and,5,1
being honest true,3,1
heaven and the earth upon,5,1
garden of eden gave,4,1
december in the town of,5,1
men condescended to manifest to,5,1
the night with the lesser,5,1
of heaven awakened,3,1
question by,2,1
and then began these men,5,1
tribes of the earth mourn,5,1
on us and,3,1
his voice,2,4
prophet in december,3,2
him forth from,3,1
characters i refer to,4,1
enoch also saw noah,4,1
other this is my,4,1
to assert that,3,1
peter james and john who,5,1
one i say unto all,5,1
hand and partake,3,1
it was often,3,1
of the garden and also,5,1
until morning that they called,5,2
built unto the lord and,5,1
his daily,2,1
glorious beyond description,3,1
came to pass that the,5,7
our eyes beheld our,4,1
thy country and from thy,5,1
blessed even with the,4,1
seed the,2,2
god came down,3,1
the wall and while all,5,1
and the name of the,5,4
about four years,3,1
saw a,2,2
our having been,3,1
believe that the,3,1
and it became also a,5,1
my state and,3,1
said before after the,4,1
man made i,3,1
little over fourteen,3,1
that the first,3,1
his glory was upon,4,1
gods watched those things which,5,1
heard thee and have,4,1
are mine and i,4,1
thus in,2,1
thus it,2,1
unto him tell,3,1
the name of which shall,5,1
its current the giddy,4,1
of thy brother blood cries,5,1
against priest,2,1
so that i,3,2
together so likewise shall mine,5,1
cause to sweep,3,1
with his wife and many,5,1
did at this time,4,1
there be an,3,1
words of god which,4,1
would use all,3,1
use,1,3
eat bread,2,1
help meet for,3,5
speaking to me and,4,2
by and designing persons in,5,1
him with an,3,1
there will,2,1
saying call upon god in,5,1
tree whereof i commanded thee,5,1
them their children,3,1
altar of and of,4,1
for i the,3,3
cool of the day,4,1
of myself but,3,1
all thy into,3,1
of the creation and,4,1
despised and cast out and,5,1
most popular,2,1
fill the waters,3,2
the everlasting gospel was,4,1
in circulation by and designing,5,1
and a flaming sword,4,1
knew the place the instant,5,1
were of one,3,1
that he will yet,4,1
glory of the lord was,5,1
shall weep over,3,1
spread an,2,1
own sins and,3,1
not in the winter neither,5,1
the most popular sects,4,1
and the earth trembled,4,1
heads of their fathers,4,1
old when,2,1
the works which my hands,5,1
his brother name,3,1
abide in you the record,5,1
the earth will,3,1
therefore i the lord,4,1
now therefore have,3,1
woman because she was,4,2
upon the residue of,4,2
foolish and untaught till naught,5,1
woman because,2,2
then shed its brilliancy over,5,1
all the egyptians,3,1
my wife father,3,3
rich in,2,1
ascended into heaven as,4,1
went at the end,4,1
his only begotten,3,3
though my feelings,3,1
is there will the,4,1
is a faithful and wise,5,1
i created them,3,4
form and void,3,1
appear so exceedingly white,4,1
in the last days,4,4
the fall which fall death,5,1
brother in administering death,4,1
inasmuch as they will repent,5,1
one thousand eight hundred,4,4
he said that,3,2
who then is,3,1
part of the third,4,1
come before,2,1
the third time the,4,1
his heart being,3,1
right to thy throne,4,1
than i asked the personages,5,1
all the people hate me,5,1
were willing,2,1
and let them,3,2
after he had begotten seth,5,1
a keeper,2,1
intention of going to the,5,1
am he of,3,1
teaching school in the neighborhood,5,1
sorrow,1,4
behold they are without,4,1
noah called,2,1
into the land of this,5,1
even so will i come,5,1
i say to the,4,1
was without,2,2
speak to,2,1
spirit that is the,4,1
the bosom of eternity,4,1
and flesh,2,2
jared lived one hundred and,5,1
earth after its,3,1
for these things are,4,1
may that we,3,1
hand and i will,4,1
had seen a vision persecution,5,1
were caught up by,4,1
power of laying,3,1
one stone upon,3,1
tribes that zion the new,5,1
would it until four years,5,1
and the people of,4,1
desired before it was realized,5,1
an old gentleman by,4,1
after he begat enoch,4,1
of the field and,4,4
thou fallen thou be,4,1
and cain went into,4,1
lord which was upon his,5,1
the lord face,3,1
filled and i,3,1
the lord showed,3,2
likeness after his own image,5,1
the gods had taken,4,1
and was glad saying,4,1
of matthew,2,1
are mighty men which are,5,1
eldest son,2,1
in upon the face thereof,5,1
only begotten i created these,5,1
as eternity in at,4,1
all of it,3,1
so great wickedness,3,1
only an account of this,5,1
weep yea and all the,5,1
the religious sects of the,5,1
friends and to,3,1
spirit shall not always strive,5,1
spirit,1,23
was a partaker of,4,1
is adam or,3,1
will lead thee,3,1
a blackness came upon,4,1
when i,2,11
to face and he talked,5,1
seed after his,3,2
i had both seen and,5,1
administer in the ordinances,4,1
misery shall be their,4,1
beheld in the valley of,5,1
truth will i,3,2
looked upon the,3,3
egyptians shall see her,4,1
of the devil that,4,1
meet with me and that,5,1
his hands were,3,1
said upon you my,4,1
both religious and irreligious because,5,1
almighty have chosen,3,1
they were formed in,4,1
fathers that,2,1
and the heavens were veiled,5,1
his love upon our,4,1
satan deceive me not,4,1
deposited and owing to the,5,1
which he was,3,1
of cain was called,4,1
led the people of god,5,1
for original guilt wherein the,5,1
priest and,2,1
facts as they have transpired,5,1
with another and he told,5,1
indigent circumstances of my father,5,1
elevated of any in the,5,1
i were transfigured before him,5,1
to the natural eye and,5,1
are justified,2,1
found among,2,1
ever be otherwise,3,1
the doings of the,4,1
the seventh time,3,4
but that if,3,1
the agency,2,1
had for good and,4,1
the end from the,4,1
they will kill you,4,1
one in me a,4,1
question by an appeal,4,1
is it thou,3,1
those who ought to,4,1
her mouth to,3,1
flesh from off,3,1
my son and thou,4,1
earth was corrupt before god,5,1
wood,1,1
to go into,3,1
do and that my name,5,1
abominations were had from cain,5,1
the earth with,3,4
unto me calling,3,2
in our books he quoted,5,1
and they can,3,1
commanded that they should,4,1
you there shall not,4,1
saying turn,2,1
work,1,14
many and they were,4,1
middle part of,3,1
and tumult of opinions,4,1
unto our fathers,3,1
me for the third time,5,1
order more slow,3,1
by water and blood and,5,1
all living for thus have,5,1
us directions that i should,5,1
the third chapter of malachi,5,1
naught but fiction feeds,4,1
he said this,3,1
in his own likeness,4,1
not been,2,1
who afterward,2,1
under heaven,2,2
word,1,11
way of to come,4,1
the hypocrites there shall,4,1
may have a knowledge of,5,1
i abraham concluded to,4,1
the cattle and over all,5,2
zion in process of,4,1
sought for,2,2
withdrew from moses that,4,1
by the which signifies hieroglyphics,5,1
for my fierce anger,4,1
priesthood had not the,4,1
daughter of which in the,5,1
to eat his,3,1
child and unto them that,5,1
the works of darkness began,5,1
duty to join with,4,1
who was the son of,5,1
his days shall,3,1
the famine to,3,1
many have believed not and,5,1
earth whereon these may,4,1
one man,2,1
for an offering unto the,5,1
the earth mourn he wept,5,1
and thou shalt eat the,5,1
ordered the expanse so,4,1
men do not repent i,5,1
were giants on the earth,5,1
create in them,3,1
many generations ever,3,1
established by the,3,1
the rivers shall turn from,5,1
and thus it was,4,1
it into the heart,4,1
mine anger is kindled,4,1
saw the light in,4,1
we also believe the book,5,1
said truly i,3,1
i can recollect,3,1
what he will do it,5,1
and worlds without number have,5,1
before seen translated from the,5,1
of to come to the,5,1
away many after him and,5,1
my servant moses and they,5,1
son prophesy,2,1
soul rejoiced saying the,4,1
adam lived one hundred and,5,1
ministered not,2,1
gods took the,3,1
why persecute me,3,1
place where they were,4,1
from evil wherefore they are,5,1
to all kinds,3,1
with me she gave,4,1
that ye shall,3,1
still speaking moses,3,1
very poor and,3,1
days of enoch were,4,2
he said they,3,1
preparing,1,1
our necks,2,1
i speak for mine elect,5,1
unto man and he said,5,1
children of men were,4,1
of the earth and,4,6
with the holy ghost and,5,1
children of noah and the,5,1
glorify god and,3,1
therefore i left the,4,1
so we went,3,1
seth lived after he,4,1
gird up their loins and,5,1
above the earth upon which,5,1
one may,2,1
when immediately,2,2
former times and that,4,1
another year to,3,1
have made wherein my wisdom,5,1
going with my,3,1
had built unto,3,1
and then the angel,4,1
form man in,3,1
heaven and earth shall,4,1
thereof to militate,3,1
last chapter of,3,1
had made,2,14
to tend flocks and,4,1
not have the right of,5,1
you may have a,4,1
which have been designed by,5,1
afflicted and shall kill you,5,1
called after thy,3,1
and shall rise up,4,1
must have bowed for who,5,1
one end of,3,1
forth out of the mouth,5,1
darkness and i god saw,5,1
began to spread among all,5,1
be given under heaven,4,1
which time i had never,5,1
desired before it,3,1
my sisters catherine,3,1
clothing on but this,4,1
all living for thus,4,1
throne of god to,4,1
with glory and delivered,4,1
power to seduce the foolish,5,1
earth is his footstool,4,1
kept of the children,4,1
behold mine anger,3,1
man and man could behold,5,1
by the power of mine,5,1
know thee and thou,4,1
facts do exist that there,5,1
and the calumny of hypocrites,5,1
charles a,2,1
and it grieved him,4,1
servants thy,2,1
did labor with,3,1
any great or malignant sins,5,1
father family to,3,1
forth had not,3,1
appointment of god unto the,5,1
wisdom but,2,1
field return back to,4,1
faith of the,3,1
and where is thy,4,1
the seventh time we will,5,1
verse as it reads in,5,1
but before that day,4,2
discover that he had no,5,1
and adam knew eve,4,1
when we,2,1
that part,2,1
brilliancy over the face of,5,1
seers in ancient or former,5,1
to start being,3,1
wind and,2,1
he treated my communication not,5,1
behold their sins shall,4,1
family consisting of,3,1
even numberless,2,1
day i created them,4,1
fear in torment,3,1
at length came to,4,1
of godliness but they deny,5,1
blind men and to lead,5,1
so we were,3,1
of mine iniquities for,4,1
fifteen years,2,2
of the earth,3,30
reflected on it again,4,1
egypt therefore they,3,1
end our work which,4,1
noonday when,2,1
left the land of ur,5,1
more intelligent,2,5
amidst all,2,1
in circulating falsehoods about,4,1
i felt much like paul,5,1
also brought of,3,1
is it that thou weep,5,1
all for my works,4,1
shall endeavor to write,4,1
tree was,2,1
and not mine my,4,1
none had,2,1
stretched forth,2,1
forbid it for,3,1
of the scene,3,1
their good feelings one for,5,1
parted and became into four,5,2
hate me for i,4,1
was among the sons of,5,1
of eden speaking unto them,5,1
there shall not be left,5,1
then is a faithful and,5,1
above the ground but,4,1
to deliver me,3,2
if any person,3,1
and use of,3,1
and a decree,3,1
that they fled and stood,5,1
flight be,2,1
had among the children of,5,1
the whole heavens,3,1
reckoning than the reckoning of,5,1
angels with him,3,1
also in,2,3
also if,2,1
heard the earth mourn he,5,1
son of man ascend,4,1
the famine and he,4,1
gods knowing,2,1
spake with,2,2
also at,2,1
of the holy ghost but,5,1
also as,2,1
had retired to the,4,1
fowls of the,3,1
man could number the particles,5,1
the edge of the stone,5,1
of mine i,3,1
whole person was glorious,4,1
obtaining,1,4
words unto,2,1
not behold discerning,3,1
for them that if i,5,1
to the god of and,5,1
out behold,2,1
the young man found out,5,1
carnal sensual and devilish and,5,1
the midst of our afflictions,5,1
left unto you desolate,4,1
of all men,3,2
also begat sons and daughters,5,1
these men,2,2
in the day i created,5,1
having known,2,1
also shall hear,3,1
minds of,2,1
while all,2,1
according to the reckoning of,5,1
reflection then,2,1
spring,1,2
of ur of the to,5,1
he did eat,3,1
the open expanse,3,1
were naked and,3,1
the of the vision,4,1
every herb of the,4,2
some power which,3,1
them in the,3,3
my father turned again,4,1
and the moon shall not,5,1
loud voice testifying,3,1
the gods went down to,5,1
for years and let,4,1
preached and,2,1
not attempt to paint to,5,1
of such of them as,5,1
the heavens weep yea and,5,1
some were contending,3,1
will redeem,2,1
and he said i heard,5,1
came to pass that while,5,1
that these abominations were had,5,1
the heaven and the,4,3
these may,2,1
fell upon,2,3
and the earth brought forth,5,1
all such,2,2
poor and the,3,1
every herb bearing seed,4,2
up a,2,4
wife mourned,2,1
waters that they might,4,1
up i,2,1
most strenuous,2,1
his words and,3,1
god of our salvation,4,1
and glory which surrounded,4,1
our hands hiring out by,5,1
he saw the day,4,1
only begotten is,3,3
the sign of the son,5,1
priesthood notwithstanding the pharaohs,4,1
of each year,3,1
among the people,3,5
of and shall cut,4,1
enoch cried unto the lord,5,1
upon you my fellow,4,1
for god received it,4,1
land and utterly,3,1
they draw near to,4,1
be a beginning to,4,1
proper and affectionate,3,1
both things which,3,1
me to the same priesthood,5,1
notice in even few words,5,1
my son my,3,1
should be in itself after,5,1
now enlightened we,3,1
authors,1,1
the time that thou thereof,5,1
only begotten of,3,2
upon which he,3,1
that i beheld in,4,1
