nGram,size,mormonFreq,nonMormonFreq
have not the,3,2,2
of whom,2,33,1
the servants of the king,5,10,56
there is a time,4,3,2
against them with,3,3,6
their husbands and,3,4,1
it hath,2,25,2
as it was in the,5,2,1
who fell into their hands,5,1,1
of their heads,3,1,1
amongst men,2,1,1
near unto,2,6,5
john,1,4,1
and nine,2,9,1
hundred sixty and,3,1,1
appointed chief captain,3,2,1
should suffer,2,6,1
was slain and,3,5,2
night and,2,18,5
did they,2,29,5
thinking,1,2,3
the hearts,2,70,6
were exceedingly,2,29,2
was ready to,3,1,1
side,1,15,17
to be placed in the,5,1,1
and his men,3,10,6
him captive,2,1,1
to its,2,10,2
after she,2,1,1
will no,2,1,1
deceit,1,2,1
deceived for,2,1,2
crossed the waters,3,1,1
hide,1,30,1
waters even,2,1,1
day in the,3,2,2
name of their,3,1,3
not written in,3,4,3
powers,1,5,6
the twelfth day,3,1,2
of peace,2,10,5
sick,1,18,8
the women and children,4,2,3
is more than,3,2,3
darkness the,2,1,1
the where they,3,1,1
was lost,2,1,1
join,1,18,4
this time,2,60,26
intent to destroy the,4,1,1
city the,2,1,1
three hundred and,3,24,2
had departed,2,6,4
declined,1,2,1
among you to,3,1,1
the at,2,3,1
take care,2,1,1
he caused them to,4,1,1
them and killed,3,1,1
not raise,2,1,1
parents,1,19,1
and the people had,4,2,1
sailed,1,2,12
and a part thereof,4,1,1
as sheep,2,1,1
let down into,3,1,1
and silver,2,12,6
of israel,2,199,7
there was but,3,2,2
to pour,2,3,1
thing and,2,6,3
close of,2,1,2
knees,1,2,3
in danger of,3,6,1
a false prophet,3,1,1
who was a,3,12,1
five thousand and,3,1,1
strive to,2,2,2
weapons which,2,2,1
found in,2,4,2
came a,2,10,3
and if it be so,5,2,1
establish,1,45,1
they returned every,3,1,1
was covered,2,6,6
for that,2,27,1
even from the,3,14,4
now these were the,4,2,1
man another,2,1,1
commander of,2,2,2
the same year that,4,2,6
were moved,2,2,1
none left,2,1,1
of the fifth,3,1,3
stripped,1,3,1
be consumed,2,2,1
children of god,3,5,1
high,1,70,6
to heaven,2,5,1
been taken,2,15,1
words they,2,11,1
shall bow,2,4,1
lord the,2,20,1
lust,1,2,1
the men of were,4,1,1
a country,2,1,2
rear and,2,1,1
laying,1,11,1
cattle and,2,3,2
wroth against,2,1,1
inhabitants of the,3,10,5
a ruler,2,11,1
and as he,3,8,1
the for,2,16,2
he gave them,3,1,2
means of their,3,1,1
to this day,3,1,3
example of,2,3,1
not be slain,3,3,1
was not a,3,10,1
stones,1,42,2
him as he,3,5,2
and repent of,3,5,1
that smote them,3,1,1
them into their,3,1,2
found no,2,1,1
and as it,3,2,2
for they,2,221,30
to his own,3,16,6
the days of the children,5,1,1
in the wilderness they,4,1,1
your children,2,9,1
sea for,2,2,1
them bread,2,1,1
hearts for they,3,3,1
day of the second,4,2,5
the order,2,16,2
that they were,3,107,3
of the month,3,2,10
brought low,2,2,1
had come to pass that,5,2,1
found on,2,1,1
to pass that they,4,143,1
silent,1,1,3
merciful for they shall obtain,5,1,1
of noah,2,19,1
to the slaughter and,4,1,1
cloak,1,2,1
for thee,2,6,1
place which,2,10,2
for them,2,56,9
in the latter,3,15,3
space of an hour,4,1,1
wilderness and,2,55,1
fourth,1,27,13
to meet him,3,2,2
unto death and,3,3,1
were twenty and,3,3,2
themselves with,2,5,2
the fort,2,1,23
on in the,3,2,1
surrendered,1,2,3
upper,1,1,4
commanding,1,1,2
shall obtain mercy,3,1,1
translated into,2,1,1
having his,2,1,1
from the of the,4,1,1
found me,2,1,1
their tents and,3,8,3
time they,2,14,5
more among,2,2,1
not what,2,5,4
the times,2,2,1
soul for,2,5,1
lighted,1,1,5
in the days of,4,31,10
doctrine of the,3,1,1
now when,2,81,28
sins,1,162,1
commanded by,2,4,35
a proclamation,2,12,2
therefore i,2,65,1
that they went,3,9,1
to pass that one of,5,2,1
the thirty and,3,25,4
they had cast,3,3,1
the in,2,33,1
all the people were,4,1,2
cause shall,2,1,1
there shall none,3,1,1
like unto a,3,12,6
king fled and,3,1,1
go forth to battle,4,1,3
and we can not,4,1,1
of my country,3,2,3
and silver and,3,9,4
the trees of the,4,3,1
and the weapons of war,5,1,1
to the army of the,5,1,1
his bed,2,3,1
for if thou,3,1,1
for this,2,52,5
no peace,2,1,2
speedily,1,23,1
fatness,1,1,1
they shall be as,4,5,1
a sore battle,3,2,3
is the evil,3,1,1
the people made,3,1,1
peace for the,3,1,1
somewhat after,2,1,1
repent of their,3,21,1
same year,2,15,15
and there were many,4,14,2
a righteous,2,23,1
were not slain,3,8,1
from the time,3,27,1
at rest and,3,1,1
the four,2,8,1
the thunder,2,1,1
time that,2,64,4
of old,2,35,3
second month in,3,1,1
to see the,3,2,1
from and,2,5,2
voices in,2,1,1
in the books of,4,1,1
virtue,1,2,4
word of the,3,34,2
upon a,2,12,6
of ancient,2,3,2
following,1,7,1
the king said,3,13,1
samuel the,2,8,1
of their wives,3,1,1
written in the book,4,3,5
in the word of,4,2,1
cease to,2,16,2
from all,2,17,2
were seven,2,1,1
they had given,3,4,1
came out of,3,6,2
into thy hands,3,4,1
which had,2,110,7
laid wait for,3,2,1
of one,2,11,6
all things which,3,23,1
of their sons,3,1,1
into their hands and,4,2,1
sight,1,24,6
behind him,2,1,1
in the days to,4,1,1
ruler over,2,7,1
would fain,2,1,1
whence they came,3,1,2
was a man who had,5,1,1
they took their weapons,4,1,1
walk in the,3,15,1
but when the,3,1,11
informed,1,2,1
a part of the army,5,2,1
he sent a,3,5,1
expect,1,2,1
moreover the,2,3,37
it fell to,3,1,1
lay waste,2,1,2
of speaking,2,22,1
from the great,3,1,2
the or,2,12,1
if a man,3,13,1
earth and,2,105,5
were lost,2,9,1
east end of,3,1,2
the of,2,60,39
a treaty,2,3,1
them that are,3,3,1
place,1,146,115
word of the lord,4,29,2
returned from,2,3,4
blessed him,2,2,1
hundred and two,3,1,2
saying since,2,1,1
the women,2,5,10
beauty thereof,2,1,1
between the people of,4,1,1
thereof would,2,3,1
sorrow for the,3,3,2
the remainder,2,56,1
years he,2,2,1
all parts,2,3,2
second month of,3,1,3
year that there,3,1,1
leaders,1,15,1
and their villages,3,1,1
that the army,3,3,3
he marched with,3,1,1
man could,2,5,1
of war to defend,4,2,2
before and,2,3,1
workmanship and,2,1,1
ready,1,6,8
justice,1,70,1
and transgressions,2,1,1
only a,2,4,1
the light which,3,2,1
pass when the,3,2,2
a covenant,2,28,10
the whole face,3,7,4
the second,2,27,14
shall be brought low,4,1,1
not be slain for the,5,1,1
who are the,3,12,1
and having,2,33,1
south were,2,2,2
and the king of,4,3,1
hard and,2,1,5
to gather together,3,2,1
the fifth day of,4,2,4
silver which,2,1,1
the mouth of the,4,9,3
of the people of,4,43,34
delivered unto them,3,2,1
should,1,1179,12
the so,2,3,2
cunning,1,24,16
up from,2,4,1
deeds and,2,1,2
pass that there was a,5,3,1
wounded,1,16,74
him but,2,11,1
city they,2,2,1
part of the land of,5,1,1
weapons of war and,4,14,1
shall be humbled and,4,2,1
beneath the,2,1,2
pass while,2,1,1
of our,2,177,8
in battle and,3,1,2
rejoice,1,72,2
and in all,3,10,1
prepare,1,48,6
lord god of,3,5,2
this is a,3,8,1
solomon in,2,1,1
the third day of the,5,1,4
the governor of the,4,9,1
satan,1,26,10
into the camp of,4,3,2
abundance and,2,3,4
are as,2,5,1
they passed,2,2,3
are an,2,2,1
he went out,3,1,1
a governor,2,2,3
for the fear of,4,7,1
from the land of,4,17,3
at the place,3,2,1
destroyed,1,124,17
upon my,2,20,1
for he had heard,4,1,1
think to,2,1,1
neither would,2,8,2
herself,1,1,5
object,1,6,2
in the word,3,2,1
five who were,3,2,1
the king and the,4,3,2
whole army of,3,1,2
thirty and seventh year,4,3,1
fell upon them,3,1,2
wheels,1,1,2
lord was,2,14,1
the great deep,3,5,9
a covenant with,3,7,6
staff of,2,3,1
to return to their,4,1,2
upon me,2,21,1
hardened,1,34,1
reproach,1,4,1
a numerous,2,8,1
deeds are,2,1,1
go down to,3,15,1
city that,2,9,2
about and,2,13,5
came in,2,6,7
was prepared to,3,2,1
are for,2,4,1
and they were,3,175,14
wicked and murderous,3,1,1
the victory,2,4,1
and fight not,3,1,1
after had,2,9,2
minds,1,31,3
characters,1,1,1
a part of those,4,1,1
stirring,1,5,2
us from,2,8,1
and even down,3,1,1
and said unto,3,63,5
making,1,20,6
cheek,1,3,1
of your,2,183,5
kindness and,2,1,1
the small,2,1,8
cheer,1,3,1
where they,2,4,9
not many days,3,5,4
but few,2,7,2
was was,2,1,3
fled into,2,10,1
the king to the,4,1,1
name be,2,1,1
wounded the,2,1,2
his enemies,2,1,1
now having,2,1,1
of wine,2,2,1
shame of,2,3,1
came to pass,3,1355,84
war was,2,1,2
by a man whose,4,5,1
them and the,3,16,4
together and the,3,2,1
set it,2,1,1
an easy,2,1,2
and they pitched their,4,3,1
not suffer,2,49,1
lord who,2,7,1
in the presence of,4,7,1
the lord shall be,4,5,1
morning they,2,1,1
none of the,3,2,2
spoken,1,253,8
sent the,2,2,1
again on,2,5,1
come out,2,20,1
that we be not,4,1,1
time even until,3,2,1
covered with the,3,1,3
in his mouth,3,1,1
were ready,2,2,7
of god and,3,120,1
if he would,3,8,1
upon us,2,28,1
the sword and the,4,2,1
month there,2,2,2
he said unto the,4,11,1
he was,2,198,44
now it is,3,2,1
saying unto,2,10,2
these things,2,321,13
upon the land,3,23,2
as it is,3,3,4
name for,2,5,1
that were with,3,4,4
upon to,2,2,1
capital,1,2,1
men shall,2,17,1
themselves and,2,17,4
place of our,3,1,1
came for,2,1,1
ascended,1,9,1
open the,2,2,2
false prophets,2,3,2
destroy and,2,3,1
prosper,1,58,1
glory to,2,1,1
are no,2,4,1
again to,2,67,2
names of the,3,8,8
four hundred and fifty,4,1,1
suffered much,2,5,1
our hearts,2,12,1
they spake,2,3,2
all men shall,3,7,1
david of,2,1,1
the lord in the,4,2,2
which they had,3,61,3
on the borders,3,5,12
all these things,3,59,1
be upon,2,8,2
side of the river,4,4,5
by means,2,1,1
he fought,2,2,3
of with,2,10,6
the eighth,2,2,11
his vineyard,2,5,1
fourteenth year of the,4,2,4
plead,1,16,1
the rising of the sun,5,1,3
on the day of the,5,1,16
but as,2,14,3
duty which,2,1,1
are as the,3,1,1
daughters of,2,31,5
tower,1,26,1
now when the people,4,5,2
was fought,2,1,3
great victory,2,3,1
distinguished,1,9,2
were more than,3,1,2
pray thee,2,3,1
not a man,3,1,3
the nation,2,4,4
on your,2,1,1
and there was a,4,6,3
of heaven,2,47,11
pass that when,3,160,1
not and their,3,1,1
the god,2,40,1
thirty,1,37,18
into the hands,3,31,13
an easy prey,3,1,2
they were encompassed,3,1,1
be humbled and the,4,2,1
upon,1,1079,211
other part of the,4,1,1
be no more,3,5,1
behind and,2,1,1
her to,2,2,4
name is,2,2,1
again he,2,7,1
but for,2,4,4
night,1,76,24
their army and,3,1,2
the fair daughters,3,1,4
each,1,6,7
stood in,2,12,1
the islands of,3,2,1
of the lord was,4,8,1
he who,2,10,6
but in all,3,1,1
and his judgment,3,1,1
gotten,1,3,2
him a,2,12,10
had only,2,1,1
arm in,2,7,1
were assembled together,3,3,3
wherein,1,10,1
had been in the,4,4,1
one half,2,7,1
in need of,3,3,1
righteousness for,2,3,1
shall not the,3,1,1
him i,2,23,1
be upon his,3,2,1
and among,2,7,1
they repented of,3,3,1
made an end of,4,28,2
were preserved,2,1,1
found and,2,3,1
the earth for,3,12,1
nevertheless the,2,27,20
that and,2,30,2
opened to,2,1,1
mark of,2,1,1
thing he,2,3,1
haughty,1,2,3
in their might to,4,1,1
his god and,3,1,1
the fortifications,2,2,1
ark of,2,1,1
but if,2,26,2
him and they,3,12,1
good things,2,1,2
king against,2,1,1
the roaring of,3,1,4
my glory,2,4,1
until the coming,3,1,1
refused,1,10,10
fixed,1,3,4
every side,2,3,1
thing is,2,5,1
receive the,2,11,4
were taken,2,19,4
one continual,2,1,1
upon them neither,3,1,1
of evil,2,4,1
names of,2,15,11
but he,2,48,8
city of the,3,1,2
silver and gold,3,2,5
a time,2,20,6
of moses,2,47,1
of the where they,4,1,1
the land into,3,2,1
these who,2,3,1
they met the,3,4,1
mercy which,2,3,1
in great numbers,3,1,1
he could,2,31,2
the children of men by,5,1,1
under him,2,1,11
they cast their,3,6,2
are we,2,3,1
camp of,2,12,6
equal,1,11,1
the lake,2,1,24
and it came,3,1124,22
was great,2,7,2
under his,2,6,2
but they were,3,9,7
few of the,3,4,1
before them and,3,18,2
but it,2,49,14
to flee from,3,3,2
not out,2,1,2
the lord and,3,124,1
but in,2,16,8
the air and their,4,1,1
began to be,3,101,3
the friends of,3,3,4
were with him,3,10,3
to the house,3,4,1
forth the,2,11,2
than any,2,3,1
rushed forward,2,1,1
amongst them and,3,2,1
will not be,3,1,1
while his,2,1,1
shall we,2,12,6
wounds and,2,4,4
for the earth was,4,1,1
the scriptures,2,31,1
their sons,2,3,1
again in,2,25,1
paid,1,4,2
the heart of the,4,2,3
even among the,3,5,1
went out to meet them,5,1,2
said unto him nay,4,1,1
people had,2,16,4
they took,2,30,4
against him for,3,1,1
had left,2,3,1
defend our,2,1,1
of all the,3,50,4
shall ye,2,53,3
came up,2,14,2
upon the words,3,3,1
seeking,1,10,1
their provisions,2,5,1
were wroth against,3,1,1
not again,2,2,1
he shall,2,154,1
now will,2,2,2
the first and,3,8,1
hearkened not unto,3,1,1
ye go,2,7,3
away,1,380,27
war against the,3,10,2
came to,2,1391,98
and there were great,4,1,1
arose up,2,2,2
about the space of,4,2,9
the ships of,3,2,18
with and,2,20,1
the land,2,1053,73
not numbered,2,7,1
in the which,3,28,2
sackcloth and ashes,3,1,1
our swords,2,14,1
upon by,2,3,1
righteousness of,2,5,1
given unto,2,59,9
their arms and,3,8,2
means,1,46,5
a young,2,5,2
he gave unto,3,6,1
the stars of,3,2,2
was prepared for,3,3,1
and the blood,3,4,1
knew not that they were,5,1,1
do unto,2,9,1
the lamb,2,72,2
ye will not,3,25,1
the vessels,2,6,58
sunk and,2,6,1
they became as,3,1,1
them their,2,8,3
for they shall obtain mercy,5,1,1
ye in,2,4,1
he gave,2,24,6
whereof,1,6,7
is written,2,14,12
among the sons of,4,1,1
their fine,2,4,1
he had heard,3,2,1
and a mighty,3,3,1
bestowed upon,2,6,2
bow down,2,12,2
king therefore,2,3,1
and carried him,3,4,2
and began to put,4,1,1
who were slain,3,9,2
with pleasure and,3,1,1
he knew,2,17,1
might read,2,2,1
fish of,2,1,3
fight and,2,2,2
might shed,2,1,1
to go against the,4,6,7
be destroyed,2,65,2
evil upon,2,1,3
the books which,3,3,1
their sufferings,2,7,1
and slain,2,12,1
a dream and,3,1,1
gave up,2,2,1
that came,2,3,3
led the,2,3,1
surrounded by the,3,5,1
land of and,3,82,1
chaff before,2,2,1
in sackcloth,2,2,1
was none to,3,2,1
art of,2,1,1
obtain,1,58,1
thou shalt,2,93,4
and chief captains,3,2,1
great waters,2,3,3
to prepare their,3,2,1
sacrifice,1,15,1
no kings,2,1,1
the wine which,3,1,1
others who,2,2,1
the had,2,58,4
slain and their,3,2,2
were disappointed,2,3,1
upon an,2,1,2
valley and,2,5,1
ears,1,10,7
appointed chief,2,5,1
entreated,1,2,3
when he saw the,4,1,2
that are,2,40,3
come with,2,5,1
to battle against the king,5,1,3
earthquake and,2,1,1
commanded,1,192,53
with all,2,54,5
in which,2,27,8
of having,2,3,1
prisoners who,2,2,1
him in all,3,1,1
husband,1,6,1
four hundred and,3,3,2
war that,2,2,4
a sword,2,1,2
were yet,2,2,2
to work and,3,2,8
a wicked man,3,3,1
them and they fled into,5,1,1
commander,1,5,7
of more than,3,1,2
thither,1,15,3
the value,2,5,1
more powerful,2,3,1
pass,1,1525,90
past,1,6,6
being interpreted,2,4,1
that in the land,4,1,1
for the benefit of man,5,1,1
easy,1,9,2
whose,1,75,83
there they,2,7,1
smiled,1,1,1
manifest and,2,1,1
air with,2,1,7
pass the,2,19,3
now with,2,1,1
called the prince,3,1,1
shall we not,3,1,1
part,1,144,16
east,1,48,26
pleased the,2,1,4
to lead,2,9,2
neither did they,3,7,1
peace and,2,14,2
all men,2,68,1
he that,2,95,1
across the river,3,1,1
coming upon them,3,2,1
the sound of his,4,1,1
reverence,1,1,1
servants of the king were,5,1,4
that dwelt in,3,2,1
upon the in,3,1,1
in the north,3,5,13
men who,2,16,14
lord the king,3,1,1
that when they had,4,20,1
his fathers in,3,1,1
lord hath given,3,1,1
one another,2,11,10
feet of,2,13,4
from a,2,5,3
join themselves to,3,1,1
force and,2,1,2
war they,2,2,1
the last,2,84,3
path,1,14,3
fierceness of the,3,1,1
that the people,3,56,6
to the word,3,24,1
the earth to,3,8,2
towards the city of,4,2,1
all about,2,1,3
were much,2,3,1
he hearkened unto the,4,1,1
sting,1,4,1
in the way,3,6,2
the sabbath,2,5,2
loss of one,3,1,1
they had eaten,3,2,2
be called the,3,6,1
the hands of,3,83,12
added,1,3,1
of the land of and,5,10,1
after those,2,1,1
in a snare,3,1,1
to weep,2,2,3
in the second month of,5,1,1
their voices,2,8,3
they went down to,4,1,1
and left,2,3,1
eyes of,2,27,3
early in the morning,4,1,8
i pray thee,3,3,1
more will,2,1,1
in their strength,3,1,1
the ways,2,28,1
human,1,3,2
certain man,2,1,4
now the place,3,1,1
less than,2,4,2
from whence,2,21,8
all the earth,3,24,1
is better,2,6,1
upwards,1,1,1
he might,2,76,3
freely of the,3,1,1
was white,2,1,2
the tribes,2,5,1
name of a,3,1,1
it came to pass,4,1353,84
whether the,2,3,1
and his name was,4,12,2
fell into the,3,1,7
the manner of,3,40,1
to be committed,3,1,1
prepared to meet them,4,4,1
the wickedness,2,44,17
the laws,2,15,2
even an hundred,3,1,2
into the waters,3,5,4
remnant of,2,59,1
rather,1,32,1
prince,1,2,8
unto him and his,4,2,3
third day,2,2,7
your vessels,2,1,1
all the earth and,4,3,1
matter and they,3,3,1
remembrance of the,3,9,1
was at the,3,1,1
meat and,2,3,2
and the other on,4,1,1
him with his own,4,2,1
in the south,3,4,8
and they prophesied,3,1,1
the people for there,4,2,1
vengeance upon,2,6,1
no hopes,2,1,1
was as the,3,1,6
brought them,2,10,1
many slain,2,1,1
a present,2,1,1
had prepared,2,10,9
the wrath of the,4,2,2
let the,2,5,14
they did so and,4,1,1
for the fear of the,5,6,1
and all the weapons,4,1,1
of the wild,3,4,1
plentifully,1,1,3
they could not flee,4,1,1
princes,1,4,6
served,1,3,2
dead of the,3,4,4
the mean,2,2,3
was a man who,4,3,1
upon the waters,3,8,25
fear,1,113,10
the freemen,2,3,2
brothers,1,10,1
than all,2,2,2
them not they,3,1,1
of nevertheless,2,3,1
by the great,3,3,1
fortifications of,2,1,1
for the sake of,4,6,1
had eaten,2,4,2
like a valiant,3,1,1
carried away,2,23,3
they humbled themselves,3,1,1
barley,1,4,1
and to place,3,1,1
prisoners that,2,5,2
in the name of his,5,2,1
armed,1,12,4
ninety and,2,11,2
them and smote,3,1,1
wild beasts,2,15,1
the bread and the,4,1,2
come when,2,5,1
were extended,2,3,1
city before,2,1,1
they slew,2,2,2
to pass in the,4,54,11
mind and,2,8,1
spared them and,3,1,1
great rejoicings,2,1,2
and went,2,33,23
those things which they,4,1,2
fulness of,2,30,1
the uttermost,2,2,1
terrible,1,25,6
the innocent,2,1,1
he sent,2,17,4
breath,1,6,1
his father to,3,1,1
the eleventh,2,5,11
it became,2,15,2
young the,2,1,1
the space of an,4,1,1
lest they,2,22,2
whereby,1,26,1
many of them,3,22,3
feet,1,54,8
the people said,3,1,1
cunning and,2,7,1
stronger than the,3,1,1
he turned his,3,1,1
earth for the,3,7,1
was sent,2,6,3
the death,2,19,1
and lest,2,1,1
tents and,2,16,5
was appointed chief captain,4,1,1
and those,2,53,6
forever,1,100,1
because it,2,10,2
to those,2,12,1
he was beloved,3,1,1
six thousand,2,4,1
and were,2,87,19
glory of,2,23,3
pass that there was,4,13,1
prepared one,2,1,1
lord shall,2,43,1
men that,2,33,9
he should,2,125,2
he went against,3,1,1
language of the people,4,5,1
destruction,1,154,35
from the king,3,2,4
saw that the king,4,1,1
abraham with,2,1,1
and lay,2,13,2
shedding of,2,24,2
middle,1,1,1
even unto death,3,5,2
and the stones,3,1,1
had done,2,50,2
to lay,2,13,1
into,1,683,116
appear,1,19,2
other on the,3,2,1
other also,2,1,1
us from our,3,2,1
build the,2,1,1
and upon the,3,9,4
fourteenth year of,3,2,4
against the city,3,9,2
those little,2,1,1
the city and,3,21,3
and they gathered together,4,1,1
was the chief,3,6,5
of idolatry,2,1,1
of the wise,3,1,4
granted,1,31,1
was much,2,4,4
him upon the,3,4,1
into the hands of the,5,12,8
were they,2,18,5
the nations of the,4,9,7
suffer them to,3,3,1
on the land,3,2,2
took her,2,1,1
the remnant,2,36,1
pass that one,3,3,1
many others,2,2,1
the destruction of the,4,6,1
came to a place,4,1,3
with one of,3,1,4
flying,1,2,1
the state of,3,4,21
the army of the king,5,1,10
the appearance,2,6,1
spake unto,2,90,10
secured,1,1,1
the north and,3,8,5
his people even,3,1,1
to guard,2,6,1
fell,1,50,56
laws of,2,11,2
doctrine of,2,8,1
twenty,1,55,21
ruler over this,3,1,1
him and was,3,1,1
and let,2,19,4
into the camp of the,5,2,1
until the coming of,4,1,1
the number of their,4,3,3
lord god of hosts shall,5,1,1
wives and our,3,5,1
riches,1,46,1
beard,1,1,2
it was,2,242,69
gospel,1,41,2
it shall not be,4,2,1
not that they,3,2,1
face of the land and,5,19,1
people to,2,51,5
beast,1,2,3
poisonous,1,6,2
of his words,3,6,1
the earth for the,4,5,1
a man a,3,1,3
number of his men,4,2,2
and led,2,2,4
returned to their,3,4,2
rock and the,3,3,1
put forth their,3,1,1
because he,2,31,1
repent,1,205,2
arms and they,3,2,1
isaac,1,13,7
set his,2,4,1
he a man,3,1,1
down in sorrow,3,1,1
were sent,2,4,4
face of the earth,4,49,2
to fight against,3,4,3
them to the,3,18,3
the borders,2,71,24
yea even those,3,2,1
goods and,2,1,1
riches and,2,17,1
advantage of,2,3,1
for safety,2,1,5
with fire,2,17,15
after her,2,1,1
half of our,3,1,1
them and they shall be,5,2,1
of the evil,3,7,2
jacob had,2,2,1
we do unto,3,2,1
of the river in the,5,1,1
king which was,3,1,2
the fourth day,3,3,5
they looked,2,2,3
if i would,3,1,1
month which is,3,1,1
and bones,2,1,2
make men,2,1,1
death and the,3,9,2
out against,2,13,7
not carry away,3,1,2
haste,1,7,5
still,1,45,4
spirit and,2,40,1
the sun and,3,2,2
of reading the,3,1,1
people it,2,3,1
compelled to flee,3,1,4
in the darkness of the,5,1,1
now the armies of the,5,1,1
forward with,2,5,1
upon them from their,4,1,1
on every side,3,3,1
whole,1,72,40
ourselves,1,24,2
the islands,2,3,1
right nor,2,3,1
and the same,3,1,2
might to,2,2,2
plead for,2,1,1
the earth and it,4,3,1
little of,2,1,1
cruelty of,2,1,2
for food and,3,1,1
great was,2,18,3
all the nations of,4,6,3
him by the people,4,1,1
and took them,3,5,2
people of,2,370,101
that the chief,3,2,3
instead of,2,12,2
benefit of the,3,1,1
made the,2,6,2
plundered,1,1,1
they were sufficiently,3,1,1
and as his,3,1,1
also with his,3,2,1
the tree of,3,18,1
now the army,3,1,3
after him,2,5,7
been instructed in the,4,1,1
destroy the people of,4,3,1
with his army and,4,1,1
appointed,1,60,8
him being,2,1,1
one of his,3,5,5
thirty and seventh year of,5,1,1
him for a,3,1,1
the free,2,1,2
him make,2,1,1
the robbers,2,27,1
myself,1,46,1
the west and,3,7,1
wise and,2,9,1
the shedding,2,24,2
command,1,62,13
village which,2,1,1
knowing,1,32,1
temple,1,22,2
they fell,2,8,4
slain the,2,5,2
voice,1,166,12
yea all the,3,5,1
fire of,2,2,1
the king his father for,5,1,1
and your children,3,3,1
slumbered,1,2,1
they divided,2,3,1
face of the waters,4,1,7
that day,2,86,34
they bring,2,2,1
the man and he,4,2,1
this thing which,3,4,1
was overcome,2,1,1
the wickedness of the,4,16,3
might of,2,1,1
the reward,2,2,1
and went to,3,1,1
until they came to,4,2,1
suffer not the,3,1,1
knew it,2,5,1
saved,1,81,1
him for he,3,8,2
spake to the,3,1,1
their cries,2,10,1
famine,1,29,1
twenty and four,3,6,2
because,1,800,5
and went up,3,2,1
which move,2,1,1
they beheld the,3,1,1
marched,1,15,1
the ball that,3,1,1
wroth,1,24,1
slay,1,108,3
wrote,1,23,3
upon the people of,4,3,6
was born in,3,1,1
came to pass while,4,1,1
they did the,3,1,1
the message,2,4,1
their wounds,2,4,2
if they,2,79,1
of man and,3,5,3
beware,1,3,2
in of their,3,1,2
forest,1,9,9
was slain and the,4,1,1
the rising of the,4,1,3
but a few,3,3,1
hungry,1,12,2
him many,2,1,2
a loud voice,3,10,1
strong men that,3,1,1
and fury,2,1,1
up into the,3,12,2
down and,2,45,1
then will the,3,3,1
and it a,3,1,1
fourteenth,1,4,10
had fallen upon,3,1,1
the means of,3,10,1
they came in,3,1,2
preach the,2,23,1
and the children,3,4,2
yea these are,3,1,1
risen,1,8,1
they were yet,3,2,2
greater than,2,5,7
war yea,2,5,1
saith the scripture,3,1,1
now this was the,4,7,1
upon the face of the,5,65,4
into the red sea,4,1,1
thirtieth,1,9,1
bread and wine,3,4,3
he hearkened unto,3,1,1
go to the,3,12,2
of the and he was,5,1,1
him forth,2,3,1
he fell to the,4,2,2
the walls of,3,17,4
opened his,2,5,4
hard in,2,5,1
and wist not,3,2,1
a blessing,2,5,1
but him,2,1,1
over it,2,2,1
toil,1,3,1
was written,2,8,1
to bind,2,3,2
rich,1,21,5
and the war,3,1,1
of the wrath,3,6,1
in that,2,81,1
the chief captains,3,5,4
if this,2,14,2
buildings,1,13,1
was yet,2,2,2
knew no,2,2,2
but his,2,6,4
slew,1,26,21
fought on,2,1,1
amongst all,2,2,1
of his army and,4,2,1
from whence they,3,6,4
the wisdom thereof,3,1,1
and more than a thousand,5,1,1
his band,2,7,5
loved him,2,1,3
to his own camp,4,1,2
of our lord,3,2,1
had chosen,2,9,2
to drink of,3,1,1
might go,2,10,1
made them,2,7,4
the kings of,3,4,1
wives,1,51,2
fallen from,2,3,1
have done in,3,1,1
they had no,3,1,2
anchor,1,2,2
hard for,2,2,1
who were in,3,40,2
are able,2,1,1
which caused,2,6,1
and his name shall,4,2,3
and fight,2,3,2
release,1,3,2
the body of,3,5,2
so that when,3,2,8
was ready,2,1,1
many men,2,1,2
judge,1,116,1
were upon the waters,4,1,2
no more,2,112,5
written in the books,4,1,1
crossing,1,2,1
the interpretation of,3,2,1
it was as the,4,1,1
abroad that the,3,1,1
into his own,3,1,1
and after they,3,25,3
sat down,2,2,3
were encompassed,2,1,1
upon him and,3,13,4
words which the,3,6,1
taken away,2,21,1
of glory,2,4,1
to fight,2,8,9
charge of,2,2,4
words and,2,38,1
in them,2,37,2
were those who were called,5,1,1
the from,2,9,2
over the face of the,5,1,2
took,1,130,27
high places,2,1,2
unto you my,3,16,1
land the,2,3,3
cast their,2,11,3
a ship,2,9,2
battle against the,3,16,5
and he made,3,1,1
of and the,3,35,1
the tribes of the,4,2,1
in the of his,4,1,1
fought in,2,2,5
fight against them,3,1,1
the king army,3,1,2
of the night and,4,1,2
yea even in,3,7,1
books of,2,2,4
if thou,2,25,3
it shall not,3,6,1
towards the,2,50,39
which bore,2,1,1
sue for peace,3,1,1
might be,2,53,14
the other part,3,1,1
neither shall there be,4,1,1
means of,2,11,2
a mighty,2,12,13
over to,2,6,1
egypt,1,18,2
pride of his heart and,5,1,1
the matter and they,4,3,1
reward of,2,5,1
inherited,1,1,1
the arts of,3,1,2
i would make,3,1,1
they had pitched their,4,1,1
round about,2,85,25
interpretation of,2,2,1
and learning,2,2,2
tops,1,2,1
